"112年06月29日 外資及陸資買賣超彙總表"
"",,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ","5215  ","科嘉-KY         ","4,000","10,000","-6,000","0","0","0","4,000","10,000","-6,000",
" ","5244  ","弘凱            ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ","8374  ","羅昇            ","0","6,000","-6,000","0","0","0","0","6,000","-6,000",
" ",="006206","元大上證50      ","1,000","6,000","-5,000","0","0","0","1,000","6,000","-5,000",
" ",="00681R","元大美債20反1   ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ",="00908 ","富邦入息REITs+  ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ",="035660","大立光法興28購01","5,000","10,000","-5,000","0","0","0","5,000","10,000","-5,000",
" ",="04440U","臺股指法興28售06","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ",="05188U","臺股指法興29售10","85,000","90,000","-5,000","0","0","0","85,000","90,000","-5,000",
" ",="07794U","臺股指法興2C售13","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","1418  ","東華            ","3,000","8,000","-5,000","0","0","0","3,000","8,000","-5,000",
" ","2033  ","佳大            ","4,000","9,000","-5,000","0","0","0","4,000","9,000","-5,000",
" ","2316  ","楠梓電          ","19,000","24,000","-5,000","0","0","0","19,000","24,000","-5,000",
" ","2420  ","新巨            ","11,000","16,000","-5,000","0","0","0","11,000","16,000","-5,000",
" ","2514  ","龍邦            ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","3164  ","景岳            ","3,000","8,000","-5,000","0","0","0","3,000","8,000","-5,000",
" ","3679  ","新至陞          ","12,000","17,000","-5,000","0","0","0","12,000","17,000","-5,000",
" ","6184  ","大豐電          ","0","5,000","-5,000","0","0","0","0","5,000","-5,000",
" ","6224  ","聚鼎            ","9,000","14,000","-5,000","0","0","0","9,000","14,000","-5,000",
" ","6582  ","申豐            ","5,000","10,000","-5,000","0","0","0","5,000","10,000","-5,000",
" ","8462  ","柏文            ","4,000","9,000","-5,000","0","0","0","4,000","9,000","-5,000",
" ",="06676U","臺股指法興2B售09","3,000","7,000","-4,000","0","0","0","3,000","7,000","-4,000",
" ","3669  ","圓展            ","2,000","6,000","-4,000","0","0","0","2,000","6,000","-4,000",
" ","4562  ","穎漢            ","0","4,000","-4,000","0","0","0","0","4,000","-4,000",
" ","5608  ","四維航          ","254,000","258,000","-4,000","0","0","0","254,000","258,000","-4,000",
" ","6776  ","展碁國際        ","122,000","126,000","-4,000","0","0","0","122,000","126,000","-4,000",
" ","2115  ","六暉-KY         ","44","4,000","-3,956","0","0","0","44","4,000","-3,956",
" ",="036616","材料中信2A購01  ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ","2832  ","台產            ","2,000","5,000","-3,000","0","0","0","2,000","5,000","-3,000",
" ","4555  ","氣立            ","2,000","5,000","-3,000","0","0","0","2,000","5,000","-3,000",
" ","4999  ","鑫禾            ","1,000","4,000","-3,000","0","0","0","1,000","4,000","-3,000",
" ","8443  ","阿瘦            ","0","3,000","-3,000","0","0","0","0","3,000","-3,000",
" ",="00717 ","富邦美國特別股  ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="034725","祥碩凱基2A購02  ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="04463U","AES元大28售03   ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="05509P","臺股指元大2A售07","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="069813","台積電元大33購01","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="085853","臺股指凱基29購02","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1203  ","味王            ","4,000","6,000","-2,000","0","0","0","4,000","6,000","-2,000",
" ","1439  ","雋揚            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1456  ","怡華            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","1521  ","大億            ","5,000","7,000","-2,000","0","0","0","5,000","7,000","-2,000",
" ","1626  ","艾美特-KY       ","2,000","4,000","-2,000","0","0","0","2,000","4,000","-2,000",
" ","2464  ","盟立            ","35,000","37,000","-2,000","0","0","0","35,000","37,000","-2,000",
" ","6183  ","關貿            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","6201  ","亞弘電          ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","6581  ","鋼聯            ","3,000","5,000","-2,000","0","0","0","3,000","5,000","-2,000",
" ","6861  ","睿生光電        ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","8438  ","昶昕            ","1,000","3,000","-2,000","0","0","0","1,000","3,000","-2,000",
" ","8467  ","波力-KY         ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","911868","同方友友-DR     ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ","9931  ","欣高            ","0","2,000","-2,000","0","0","0","0","2,000","-2,000",
" ",="00647L","元大S&P500正2   ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00735 ","國泰臺韓科技    ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="00739 ","元大MSCI A股    ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="039029","美時元大29購03  ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ",="039393","臺股指法興29購02","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="044394","華城統一34購01  ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ",="046681","技嘉法興2B購05  ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1109  ","信大            ","2,000","3,000","-1,000","0","0","0","2,000","3,000","-1,000",
" ","1315  ","達新            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1438  ","三地開發        ","3,000","4,000","-1,000","0","0","0","3,000","4,000","-1,000",
" ","1466  ","聚隆            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1468  ","昶和            ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ","1470  ","大統新創        ","2,000","3,000","-1,000","0","0","0","2,000","3,000","-1,000",
" ","1587  ","吉茂            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","1726  ","永記            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","2114  ","鑫永銓          ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","2509  ","全坤建          ","4,000","5,000","-1,000","0","0","0","4,000","5,000","-1,000",
" ","2881A ","富邦特          ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","2904  ","匯僑            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","3416  ","融程電          ","61,000","62,000","-1,000","0","0","0","61,000","62,000","-1,000",
" ","4440  ","宜新實業        ","1,000","2,000","-1,000","0","0","0","1,000","2,000","-1,000",
" ","4545  ","銘鈺            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","4571  ","鈞興-KY         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","4737  ","華廣            ","5,000","6,000","-1,000","0","0","0","5,000","6,000","-1,000",
" ","4807  ","日成-KY         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","5525  ","順天            ","2,000","3,000","-1,000","0","0","0","2,000","3,000","-1,000",
" ","6165  ","浪凡            ","113,000","114,000","-1,000","0","0","0","113,000","114,000","-1,000",
" ","6449  ","鈺邦            ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","6464  ","台數科          ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","8367  ","建新國際        ","3,000","4,000","-1,000","0","0","0","3,000","4,000","-1,000",
" ","8466  ","美吉吉-KY       ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","8473  ","山林水          ","4,000","5,000","-1,000","0","0","0","4,000","5,000","-1,000",
" ","9136  ","巨騰-DR         ","0","1,000","-1,000","0","0","0","0","1,000","-1,000",
" ","6409  ","旭隼            ","82,358","82,777","-419","0","0","0","82,358","82,777","-419",
" ",="0053  ","元大電子        ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ",="03041Q","恒指麥證2A售02  ","0","0","0","0","57,000","-57,000","0","57,000","-57,000",
" ",="03046Q","標普指麥證33售02","0","0","0","0","1,000","-1,000","0","1,000","-1,000",
" ",="03047Q","恒指麥證2C售02  ","0","0","0","2,000","0","2,000","2,000","0","2,000",
" ",="03079F","道指麥證29購02  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="030857","台積電麥證2B購01","0","0","0","0","27,000","-27,000","0","27,000","-27,000",
" ",="03090F","恒指麥證2C購01  ","0","0","0","2,000","2,000","0","2,000","2,000","0",
" ",="031269","臺股指麥證2A購06","0","0","0","165,000","209,000","-44,000","165,000","209,000","-44,000",
" ",="031708","鴻海麥證27購02  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="032021","鴻海麥證31購01  ","0","0","0","100,000","120,000","-20,000","100,000","120,000","-20,000",
" ",="032139","聯發科麥證29購01","0","0","0","184,000","169,000","15,000","184,000","169,000","15,000",
" ",="032140","長榮麥證2B購01  ","0","0","0","46,000","1,404,000","-1,358,000","46,000","1,404,000","-1,358,000",
" ",="03270P","長榮麥證27售02  ","0","0","0","35,000","350,000","-315,000","35,000","350,000","-315,000",
" ",="033546","國光生麥證28購01","0","0","0","5,000","10,000","-5,000","5,000","10,000","-5,000",
" ",="033626","台積電麥證2A購07","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="033797","台積電麥證29購04","0","0","0","0","27,000","-27,000","0","27,000","-27,000",
" ",="034785","台積電麥證28購09","0","0","0","0","1,000","-1,000","0","1,000","-1,000",
" ",="034788","國泰金麥證28購01","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="03496U","聯發科麥證2A售01","0","0","0","0","50,000","-50,000","0","50,000","-50,000",
" ",="034976","台積電麥證28購11","0","0","0","0","4,000","-4,000","0","4,000","-4,000",
" ",="034977","台積電麥證29購05","0","0","0","21,000","30,000","-9,000","21,000","30,000","-9,000",
" ",="034978","創意麥證2A購01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="035179","立積麥證28購01  ","0","0","0","0","2,000","-2,000","0","2,000","-2,000",
" ",="035181","臺股指麥證2B購02","0","0","0","51,000","60,000","-9,000","51,000","60,000","-9,000",
" ",="035334","台灣50麥證2A購01","0","0","0","180,000","618,000","-438,000","180,000","618,000","-438,000",
" ",="035335","華新科麥證28購01","0","0","0","0","100,000","-100,000","0","100,000","-100,000",
" ",="035439","開發金麥證28購01","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="035677","南電麥證29購01  ","0","0","0","0","49,000","-49,000","0","49,000","-49,000",
" ",="035989","上銀法興28購01  ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ",="036155","日月光法興28購01","156,000","156,000","0","0","0","0","156,000","156,000","0",
" ",="036167","順德麥證29購01  ","0","0","0","0","24,000","-24,000","0","24,000","-24,000",
" ",="036346","正崴麥證28購01  ","0","0","0","0","30,000","-30,000","0","30,000","-30,000",
" ",="036503","鴻海麥證2A購02  ","0","0","0","1,067,000","1,381,000","-314,000","1,067,000","1,381,000","-314,000",
" ",="036649","華新科麥證28購02","0","0","0","20,000","30,000","-10,000","20,000","30,000","-10,000",
" ",="036650","智原麥證28購01  ","0","0","0","29,000","36,000","-7,000","29,000","36,000","-7,000",
" ",="036651","材料麥證28購01  ","0","0","0","10,000","21,000","-11,000","10,000","21,000","-11,000",
" ",="036818","創意麥證31購01  ","0","0","0","1,000","6,000","-5,000","1,000","6,000","-5,000",
" ",="037202","國巨麥證28購02  ","0","0","0","20,000","20,000","0","20,000","20,000","0",
" ",="037490","中興電麥證29購02","0","0","0","0","1,000","-1,000","0","1,000","-1,000",
" ",="037491","康舒麥證29購02  ","0","0","0","629,000","1,000","628,000","629,000","1,000","628,000",
" ",="037553","台積電麥證29購06","0","0","0","0","830,000","-830,000","0","830,000","-830,000",
" ",="037555","台積電麥證2B購02","0","0","0","0","52,000","-52,000","0","52,000","-52,000",
" ",="037556","聯發科麥證2A購02","0","0","0","0","80,000","-80,000","0","80,000","-80,000",
" ",="037559","永豐金麥證29購01","0","0","0","113,000","0","113,000","113,000","0","113,000",
" ",="037562","南茂麥證29購01  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="037982","台亞麥證29購01  ","0","0","0","2,000","6,000","-4,000","2,000","6,000","-4,000",
" ",="037983","長榮麥證29購01  ","0","0","0","0","255,000","-255,000","0","255,000","-255,000",
" ",="037984","長榮麥證31購01  ","0","0","0","30,000","1,235,000","-1,205,000","30,000","1,235,000","-1,205,000",
" ",="038178","台泥麥證29購01  ","0","0","0","340,000","61,000","279,000","340,000","61,000","279,000",
" ",="039022","威強電麥證29購01","0","0","0","22,000","6,000","16,000","22,000","6,000","16,000",
" ",="039265","宏全麥證29購01  ","0","0","0","47,000","53,000","-6,000","47,000","53,000","-6,000",
" ",="039571","潤泰全麥證29購01","0","0","0","450,000","44,000","406,000","450,000","44,000","406,000",
" ",="039572","潤泰新麥證29購02","0","0","0","71,000","32,000","39,000","71,000","32,000","39,000",
" ",="039793","鴻海麥證2C購01  ","0","0","0","214,000","0","214,000","214,000","0","214,000",
" ",="039795","宏碁麥證29購01  ","0","0","0","220,000","0","220,000","220,000","0","220,000",
" ",="039876","長榮鋼麥證29購01","0","0","0","75,000","50,000","25,000","75,000","50,000","25,000",
" ",="039877","台積電麥證2C購02","0","0","0","0","31,000","-31,000","0","31,000","-31,000",
" ",="039878","台積電麥證31購03","0","0","0","0","7,000","-7,000","0","7,000","-7,000",
" ",="039880","玉山金麥證29購01","0","0","0","330,000","400,000","-70,000","330,000","400,000","-70,000",
" ",="039881","國票金麥證29購01","0","0","0","0","20,000","-20,000","0","20,000","-20,000",
" ",="039882","大聯大麥證29購01","0","0","0","151,000","0","151,000","151,000","0","151,000",
" ",="040098","創意麥證29購02  ","0","0","0","52,000","136,000","-84,000","52,000","136,000","-84,000",
" ",="040100","創意麥證31購02  ","0","0","0","0","56,000","-56,000","0","56,000","-56,000",
" ",="040101","嘉澤麥證29購02  ","0","0","0","0","2,000","-2,000","0","2,000","-2,000",
" ",="040369","鴻海麥證2A購03  ","0","0","0","86,000","8,000","78,000","86,000","8,000","78,000",
" ",="040370","台積電麥證2A購11","0","0","0","0","85,000","-85,000","0","85,000","-85,000",
" ",="040371","台積電麥證2B購03","0","0","0","0","26,000","-26,000","0","26,000","-26,000",
" ",="040374","長榮麥證2C購01  ","0","0","0","0","1,045,000","-1,045,000","0","1,045,000","-1,045,000",
" ",="040375","智原麥證2B購01  ","0","0","0","0","26,000","-26,000","0","26,000","-26,000",
" ",="04051U","聯電麥證2A售01  ","0","0","0","0","36,000","-36,000","0","36,000","-36,000",
" ",="040631","南亞麥證2A購01  ","0","0","0","174,000","0","174,000","174,000","0","174,000",
" ",="040632","名軒麥證2A購01  ","0","0","0","0","38,000","-38,000","0","38,000","-38,000",
" ",="040633","仁寶麥證2A購01  ","0","0","0","1,000","21,000","-20,000","1,000","21,000","-20,000",
" ",="040634","華碩麥證2A購01  ","0","0","0","55,000","128,000","-73,000","55,000","128,000","-73,000",
" ",="040635","美律麥證2B購01  ","0","0","0","16,000","105,000","-89,000","16,000","105,000","-89,000",
" ",="040636","可成麥證2A購01  ","0","0","0","510,000","92,000","418,000","510,000","92,000","418,000",
" ",="040637","興富發麥證2A購01","0","0","0","0","22,000","-22,000","0","22,000","-22,000",
" ",="040638","嘉晶麥證2A購01  ","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="040639","奇鋐麥證2A購01  ","0","0","0","6,000","0","6,000","6,000","0","6,000",
" ",="040642","振樺電麥證2A購01","0","0","0","16,000","31,000","-15,000","16,000","31,000","-15,000",
" ",="040734","台塑麥證2A購02  ","0","0","0","0","40,000","-40,000","0","40,000","-40,000",
" ",="040736","華碩麥證31購01  ","0","0","0","87,000","116,000","-29,000","87,000","116,000","-29,000",
" ",="040738","和碩麥證2B購01  ","0","0","0","15,000","5,000","10,000","15,000","5,000","10,000",
" ",="040740","穎崴麥證2A購01  ","0","0","0","0","111,000","-111,000","0","111,000","-111,000",
" ",="040960","台玻麥證2A購01  ","0","0","0","157,000","207,000","-50,000","157,000","207,000","-50,000",
" ",="040962","旺宏麥證2A購01  ","0","0","0","0","50,000","-50,000","0","50,000","-50,000",
" ",="040963","華邦電麥證2B購01","0","0","0","74,000","646,000","-572,000","74,000","646,000","-572,000",
" ",="040964","聯強麥證2A購01  ","0","0","0","45,000","28,000","17,000","45,000","28,000","17,000",
" ",="040965","微星麥證2C購01  ","0","0","0","0","28,000","-28,000","0","28,000","-28,000",
" ",="040966","可成麥證31購01  ","0","0","0","969,000","0","969,000","969,000","0","969,000",
" ",="040967","八方麥證2C購01  ","0","0","0","84,000","0","84,000","84,000","0","84,000",
" ",="040968","富邦金麥證2B購01","0","0","0","88,000","51,000","37,000","88,000","51,000","37,000",
" ",="040970","中租麥證2C購01  ","0","0","0","84,000","24,000","60,000","84,000","24,000","60,000",
" ",="040971","上海銀麥證2B購01","0","0","0","0","18,000","-18,000","0","18,000","-18,000",
" ",="040972","嘉聯益麥證2B購01","0","0","0","41,000","167,000","-126,000","41,000","167,000","-126,000",
" ",="040973","力成麥證2B購01  ","0","0","0","58,000","55,000","3,000","58,000","55,000","3,000",
" ",="040974","啟碁麥證2A購01  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="041005","東元麥證2A購01  ","0","0","0","0","2,000","-2,000","0","2,000","-2,000",
" ",="041006","堤維西麥證2A購01","0","0","0","149,000","98,000","51,000","149,000","98,000","51,000",
" ",="041007","興勤麥證2A購01  ","0","0","0","110,000","10,000","100,000","110,000","10,000","100,000",
" ",="041008","TPK麥證2A購01   ","0","0","0","2,000","0","2,000","2,000","0","2,000",
" ",="041009","承業醫麥證2A購01","0","0","0","20,000","15,000","5,000","20,000","15,000","5,000",
" ",="041326","承業醫麥證2B購01","0","0","0","0","5,000","-5,000","0","5,000","-5,000",
" ",="041672","鴻海麥證2A購04  ","0","0","0","447,000","20,000","427,000","447,000","20,000","427,000",
" ",="041673","鴻海麥證2A購05  ","0","0","0","52,000","2,000","50,000","52,000","2,000","50,000",
" ",="041675","神基麥證2A購01  ","0","0","0","0","20,000","-20,000","0","20,000","-20,000",
" ",="041676","緯穎麥證2C購01  ","0","0","0","110,000","80,000","30,000","110,000","80,000","30,000",
" ",="041717","台積電麥證2C購04","0","0","0","3,000","0","3,000","3,000","0","3,000",
" ",="041719","大立光麥證2C購01","0","0","0","0","24,000","-24,000","0","24,000","-24,000",
" ",="041722","世紀鋼麥證2A購01","0","0","0","84,000","41,000","43,000","84,000","41,000","43,000",
" ",="04192U","台積電麥證31售01","0","0","0","0","80,000","-80,000","0","80,000","-80,000",
" ",="041998","上銀法興2A購02  ","30,000","30,000","0","0","0","0","30,000","30,000","0",
" ",="042038","帝寶麥證2A購01  ","0","0","0","0","1,000","-1,000","0","1,000","-1,000",
" ",="042220","台灣50麥證31購02","0","0","0","0","25,000","-25,000","0","25,000","-25,000",
" ",="042221","東元麥證2A購03  ","0","0","0","109,000","119,000","-10,000","109,000","119,000","-10,000",
" ",="042222","大亞麥證2A購01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="042223","台達電麥證2A購01","0","0","0","74,000","0","74,000","74,000","0","74,000",
" ",="042225","鴻海麥證33購01  ","0","0","0","146,000","500,000","-354,000","146,000","500,000","-354,000",
" ",="042393","國巨麥證2A購02  ","0","0","0","10,000","20,000","-10,000","10,000","20,000","-10,000",
" ",="042396","大立光麥證2A購01","0","0","0","0","4,000","-4,000","0","4,000","-4,000",
" ",="042398","欣興麥證31購01  ","0","0","0","2,000","81,000","-79,000","2,000","81,000","-79,000",
" ",="042400","茂順麥證2A購01  ","0","0","0","52,000","20,000","32,000","52,000","20,000","32,000",
" ",="042550","日月光法興2A購02","156,000","156,000","0","0","0","0","156,000","156,000","0",
" ",="042701","合勤控麥證2A購01","0","0","0","0","11,000","-11,000","0","11,000","-11,000",
" ",="04276U","台積電麥證31售02","0","0","0","12,000","1,000","11,000","12,000","1,000","11,000",
" ",="042862","中興電麥證2A購02","0","0","0","0","106,000","-106,000","0","106,000","-106,000",
" ",="042863","中華麥證2A購01  ","0","0","0","24,000","0","24,000","24,000","0","24,000",
" ",="042866","聯發科麥證2A購04","0","0","0","0","28,000","-28,000","0","28,000","-28,000",
" ",="042868","神基麥證2A購02  ","0","0","0","178,000","12,000","166,000","178,000","12,000","166,000",
" ",="042948","中興電麥證2C購01","0","0","0","0","51,000","-51,000","0","51,000","-51,000",
" ",="042949","華城麥證2C購01  ","0","0","0","0","3,000","-3,000","0","3,000","-3,000",
" ",="042951","新唐麥證2A購01  ","0","0","0","3,000","26,000","-23,000","3,000","26,000","-23,000",
" ",="043165","台泥麥證2A購01  ","0","0","0","34,000","5,000","29,000","34,000","5,000","29,000",
" ",="043169","正文麥證2A購01  ","0","0","0","81,000","399,000","-318,000","81,000","399,000","-318,000",
" ",="043171","緯穎麥證2A購02  ","0","0","0","67,000","30,000","37,000","67,000","30,000","37,000",
" ",="043251","漢翔麥證31購01  ","0","0","0","60,000","10,000","50,000","60,000","10,000","50,000",
" ",="043334","台積電麥證2B購07","0","0","0","5,000","57,000","-52,000","5,000","57,000","-52,000",
" ",="043543","統一麥證2B購01  ","0","0","0","180,000","183,000","-3,000","180,000","183,000","-3,000",
" ",="043545","中華麥證2B購01  ","0","0","0","66,000","0","66,000","66,000","0","66,000",
" ",="043547","瑞昱麥證2C購01  ","0","0","0","1,000","52,000","-51,000","1,000","52,000","-51,000",
" ",="043548","台光電麥證2B購01","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="043549","中華電麥證2B購01","0","0","0","215,000","151,000","64,000","215,000","151,000","64,000",
" ",="043550","國泰金麥證2C購01","0","0","0","250,000","117,000","133,000","250,000","117,000","133,000",
" ",="043553","啟碁麥證2C購01  ","0","0","0","188,000","479,000","-291,000","188,000","479,000","-291,000",
" ",="043672","亞德客麥證2B購01","0","0","0","0","174,000","-174,000","0","174,000","-174,000",
" ",="043673","漢翔麥證2B購01  ","0","0","0","10,000","30,000","-20,000","10,000","30,000","-20,000",
" ",="043914","士電麥證2B購01  ","0","0","0","0","344,000","-344,000","0","344,000","-344,000",
" ",="043915","和大麥證2B購01  ","0","0","0","23,000","48,000","-25,000","23,000","48,000","-25,000",
" ",="043916","寶成麥證2B購01  ","0","0","0","99,000","0","99,000","99,000","0","99,000",
" ",="043917","臺股指麥證2B購04","0","0","0","6,000","0","6,000","6,000","0","6,000",
" ",="043919","臺股指麥證35購01","0","0","0","0","2,000","-2,000","0","2,000","-2,000",
" ",="044058","中信金麥證2B購01","0","0","0","155,000","0","155,000","155,000","0","155,000",
" ",="044172","第一金麥證2B購01","0","0","0","456,000","456,000","0","456,000","456,000","0",
" ",="044410","聚陽麥證2B購01  ","0","0","0","331,000","0","331,000","331,000","0","331,000",
" ",="044412","新光金麥證31購01","0","0","0","80,000","193,000","-113,000","80,000","193,000","-113,000",
" ",="044464","東元麥證2B購01  ","0","0","0","6,000","25,000","-19,000","6,000","25,000","-19,000",
" ",="044465","奇鋐麥證2B購03  ","0","0","0","114,000","105,000","9,000","114,000","105,000","9,000",
" ",="044613","中興電麥證2B購02","0","0","0","16,000","80,000","-64,000","16,000","80,000","-64,000",
" ",="044614","華新科麥證2B購01","0","0","0","72,000","707,000","-635,000","72,000","707,000","-635,000",
" ",="044615","長榮麥證33購01  ","0","0","0","0","1,050,000","-1,050,000","0","1,050,000","-1,050,000",
" ",="044617","奇鋐麥證31購01  ","0","0","0","64,000","182,000","-118,000","64,000","182,000","-118,000",
" ",="044725","美時麥證2B購01  ","0","0","0","78,000","41,000","37,000","78,000","41,000","37,000",
" ",="044880","宏碁麥證2B購02  ","0","0","0","29,000","0","29,000","29,000","0","29,000",
" ",="044884","TPK麥證2B購01   ","0","0","0","4,000","42,000","-38,000","4,000","42,000","-38,000",
" ",="044885","亞翔麥證2B購01  ","0","0","0","50,000","10,000","40,000","50,000","10,000","40,000",
" ",="044886","明基材麥證2B購01","0","0","0","0","5,000","-5,000","0","5,000","-5,000",
" ",="044968","台積電麥證31購06","0","0","0","0","27,000","-27,000","0","27,000","-27,000",
" ",="044970","台積電麥證36購01","0","0","0","0","52,000","-52,000","0","52,000","-52,000",
" ",="044972","聯發科麥證33購01","0","0","0","0","48,000","-48,000","0","48,000","-48,000",
" ",="044973","聯發科麥證35購01","0","0","0","28,000","0","28,000","28,000","0","28,000",
" ",="045212","台泥麥證35購01  ","0","0","0","141,000","39,000","102,000","141,000","39,000","102,000",
" ",="045213","遠東新麥證2B購01","0","0","0","79,000","155,000","-76,000","79,000","155,000","-76,000",
" ",="045216","富邦金麥證31購02","0","0","0","208,000","125,000","83,000","208,000","125,000","83,000",
" ",="045218","王道銀麥證2B購01","0","0","0","16,000","0","16,000","16,000","0","16,000",
" ",="045515","金像電麥證2B購02","0","0","0","74,000","51,000","23,000","74,000","51,000","23,000",
" ",="045516","碩天麥證2B購01  ","0","0","0","115,000","12,000","103,000","115,000","12,000","103,000",
" ",="045517","康舒麥證2B購01  ","0","0","0","80,000","0","80,000","80,000","0","80,000",
" ",="045518","矽力麥證2B購01  ","0","0","0","0","109,000","-109,000","0","109,000","-109,000",
" ",="045622","東元麥證31購01  ","0","0","0","0","65,000","-65,000","0","65,000","-65,000",
" ",="045624","世芯麥證2B購01  ","0","0","0","21,000","83,000","-62,000","21,000","83,000","-62,000",
" ",="045797","三陽麥證2B購01  ","0","0","0","20,000","70,000","-50,000","20,000","70,000","-50,000",
" ",="045798","台光電麥證2B購02","0","0","0","23,000","70,000","-47,000","23,000","70,000","-47,000",
" ",="045799","長榮航麥證2C購01","0","0","0","2,000","176,000","-174,000","2,000","176,000","-174,000",
" ",="04579U","華新科麥證28售03","0","0","0","10,000","8,000","2,000","10,000","8,000","2,000",
" ",="045800","玉晶光麥證2B購01","0","0","0","0","15,000","-15,000","0","15,000","-15,000",
" ",="045801","健策麥證2B購01  ","0","0","0","57,000","110,000","-53,000","57,000","110,000","-53,000",
" ",="045803","矽力麥證2B購02  ","0","0","0","1,000","244,000","-243,000","1,000","244,000","-243,000",
" ",="045980","中興電麥證35購01","0","0","0","15,000","56,000","-41,000","15,000","56,000","-41,000",
" ",="045981","智原麥證2B購03  ","0","0","0","48,000","72,000","-24,000","48,000","72,000","-24,000",
" ",="045982","緯創麥證2B購02  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="045985","GIS麥證2B購02   ","0","0","0","2,000","0","2,000","2,000","0","2,000",
" ",="046094","台積電麥證2B購11","0","0","0","0","26,000","-26,000","0","26,000","-26,000",
" ",="046329","建準麥證31購01  ","0","0","0","189,000","796,000","-607,000","189,000","796,000","-607,000",
" ",="046330","飛宏麥證33購01  ","0","0","0","3,000","30,000","-27,000","3,000","30,000","-27,000",
" ",="046331","緯創麥證2B購04  ","0","0","0","42,000","0","42,000","42,000","0","42,000",
" ",="047079","智邦麥證2C購01  ","0","0","0","15,000","4,000","11,000","15,000","4,000","11,000",
" ",="047081","技嘉麥證2C購01  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="047082","王品麥證2C購01  ","0","0","0","0","3,000","-3,000","0","3,000","-3,000",
" ",="047083","緯創麥證2C購02  ","0","0","0","864,000","10,000","854,000","864,000","10,000","854,000",
